Train Dataset,Train View,Train Model,Test Dataset,Test View,Accuracy,F1,ROC AUC,True Positives,False Positives,True Negatives,False Negatives
cnr,cnr_park_ext_cloudy,shufflenet,cnr,all,0.9527768962234211,0.9571724614321897,0.9536090113822226,8314,273,6697,471
spkl,all,mobilenet,pklot,puc_cloudy,0.9524777827986143,0.9302377003869541,0.9649491187232062,4207,627,8440,4
pklot,ufpr04_rainy,shufflenet,pklot,puc,0.9524314640643048,0.9508548049291315,0.9556501309303098,19522,1966,20883,52
pklot,puc_cloudy,mobilenet,cnr,cnr_park_ext_cloudy,0.952090395480226,0.9537723506323593,0.952571361290851,2187,79,2026,133
cnr,cnr_park_ext_cloudy,mobilenet,cnr,all,0.952078705172961,0.9561632700458689,0.954005580465594,8234,204,6766,551
spkl,all,shufflenet,pklot,puc_rainy,0.9511196725258849,0.9645600558659218,0.9288936294604351,5525,377,2375,29
pklot,ufpr04,shufflenet,pklot,puc_sunny,0.9510053265511781,0.9496821250800848,0.9541581912773821,9635,996,10183,25
pklot,ufpr04_rainy,shufflenet,pklot,puc_cloudy,0.950218406386504,0.9270982684460131,0.9630404013374457,4203,653,8414,8
pklot,puc,squeezenet,pklot,all_cloudy,0.9498559832416863,0.9349561279365978,0.9480730439902387,8258,626,13507,523
pklot,puc,squeezenet,pklot,ufpr04,0.9496457250826641,0.9433280170122276,0.9501376698116106,4436,320,5616,213
pklot,ufpr05,shufflenet,pklot,puc_rainy,0.9493137490970383,0.9616121090544361,0.9492668703050808,5273,140,2612,281
acpds,all,mobilenet,acpds,all,0.949288256227758,0.9482288828337875,0.9492514007531918,522,28,545,29
cnr,cnr_park_ext_cloudy,shufflenet,cnr,cnr_park_ext_rainy,0.9483355525965379,0.9448550312677658,0.9475110417936571,1662,12,1899,182
pklot,ufpr04_sunny,shufflenet,pklot,all,0.9476762567183054,0.9486119148095352,0.9492804074619154,33606,3589,32339,52
pklot,ufpr04_rainy,shufflenet,pklot,all_rainy,0.9476738369184592,0.9601402332139318,0.929962228522347,6299,504,3173,19
pklot,puc_cloudy,mobilenet,pklot,ufpr05_rainy,0.9473684210526315,0.9627279936558287,0.9198024677054973,607,44,239,3
pklot,ufpr04_sunny,mobilenet,pklot,ufpr05_rainy,0.9473684210526315,0.9611890999174236,0.9434802757342292,582,19,264,28
pklot,puc,shufflenet,pklot,ufpr05,0.9472827070390253,0.9566554255108114,0.9372183616128916,9645,853,6060,21
pklot,ufpr04_rainy,mobilenet,pklot,puc_rainy,0.9469058511919095,0.9617685305591678,0.9205180793645475,5547,434,2318,7
pklot,ufpr04_sunny,shufflenet,pklot,all_cloudy,0.9468447237496727,0.9350953852712353,0.9567584205598572,8774,1211,12922,7
pklot,ufpr04_sunny,shufflenet,pklot,all_sunny,0.9466437646545613,0.9503966745241174,0.9453532914934193,18748,1914,15973,43
cnr,cnr_park_ext_cloudy,mobilenet,cnr,cnr_park_ext_rainy,0.9464713715046604,0.9426206109049386,0.9455749678479769,1651,8,1903,193
pklot,ufpr04_cloudy,mobilenet,pklot,puc_rainy,0.9459426920298579,0.9604300696219265,0.9280473532589125,5449,344,2408,105
acpds,all,shufflenet,pklot,ufpr05,0.9457144580493395,0.9533968516984258,0.9443811560122259,9206,440,6473,460
pklot,puc,squeezenet,pklot,all,0.9455062799988504,0.9440955329500221,0.9456894448935769,32019,2153,33775,1639
pklot,all_rainy,squeezenet,pklot,ufpr04_rainy,0.9447236180904522,0.9030837004405287,0.9147375828734398,205,4,547,40
spkl,all,shufflenet,spkl,all,0.944702842377261,0.9648604269293924,0.9179514435611879,1469,53,359,54
pklot,ufpr04_cloudy,mobilenet,pklot,all_rainy,0.9442721360680341,0.9572492132934224,0.9289199056823629,6236,475,3202,82
pklot,puc_rainy,shufflenet,pklot,all_sunny,0.944135449043023,0.9482222727617314,0.9427627644649564,18762,2020,15867,29
cnr,cnr_park_ext_sunny,shufflenet,cnr,cnr_park,0.9436060365369341,0.9584552369806905,0.9278341288782815,819,50,369,21
pklot,ufpr04,shufflenet,pklot,all_rainy,0.943471735867934,0.9570896939317992,0.9241373680303363,6301,548,3129,17
cnr,cnr_park_ext_rainy,shufflenet,cnr,cnr_park_ext_sunny,0.9433364988920544,0.953794527620031,0.9345192984355546,3695,283,2265,75
pklot,ufpr05,shufflenet,pklot,all_rainy,0.9420710355177588,0.9540001588940971,0.9391155530520351,6004,265,3412,314
pklot,ufpr04_cloudy,shufflenet,pklot,all_cloudy,0.9417823164877368,0.9290953545232273,0.9519214105656568,8740,1293,12840,41
pklot,ufpr05,shufflenet,pklot,all_cloudy,0.9417823164877368,0.9269121192198115,0.9458622272364898,8459,1012,13121,322
pklot,ufpr05_sunny,mobilenet,pklot,all,0.9413531457477079,0.9364399520301525,0.9398316360571878,30063,486,35442,3595
pklot,ufpr04,mobilenet,pklot,puc,0.941046130636683,0.9398436560432952,0.9451356599852762,19537,2464,20385,37
pklot,ufpr05,shufflenet,pklot,puc_cloudy,0.9408796505497816,0.9102344196683819,0.9420214882547894,3980,554,8513,231
pklot,puc,shufflenet,pklot,ufpr05_sunny,0.9406346981679847,0.9505627344726969,0.9310678931486944,5701,577,3695,16
pklot,puc_rainy,mobilenet,pklot,ufpr05_sunny,0.9404344779257183,0.9497168934336179,0.9332595955357533,5619,497,3775,98
pklot,ufpr04_rainy,mobilenet,pklot,all_rainy,0.9402701350675338,0.9548308995990012,0.9192744215709797,6310,589,3088,8
cnr,cnr_park_ext_cloudy,mobilenet,cnr,cnr_park_ext_sunny,0.9401709401709402,0.9489603024574669,0.9421073999891735,3514,122,2426,256
pklot,ufpr04_cloudy,shufflenet,pklot,all,0.9394849538700313,0.9405469511075971,0.9410691154064554,33309,3862,32066,349
pklot,ufpr04_rainy,mobilenet,pklot,puc,0.9389717841736793,0.937953842835574,0.9433271353468872,19569,2584,20265,5
pklot,ufpr05_rainy,shufflenet,pklot,puc_rainy,0.9389597881049844,0.9538377492488391,0.9368499996859587,5238,191,2561,316
cnr,cnr_park_ext_rainy,mobilenet,cnr,cnr_park_ext_sunny,0.9389047166824944,0.9506393861892584,0.9276254533643695,3717,333,2215,53
cnr,cnr_park_ext_cloudy,mobilenet,pklot,puc_rainy,0.9387189983144715,0.9556427015250545,0.9140297219267907,5483,438,2314,71
pklot,puc,squeezenet,pklot,all_sunny,0.9383826817165604,0.9405638544077425,0.9380480319902303,17882,1351,16536,909
cnr,cnr_park_ext_cloudy,shufflenet,cnr,cnr_park_ext_sunny,0.938113327002216,0.9479152790728653,0.9367577004276513,3558,179,2369,212
cnr,cnr_park_ext,shufflenet,cnr,cnr_park,0.938046068308181,0.9538461538461539,0.9272559381747928,806,44,375,34
cnr,cnr_park_ext,mobilenet,cnr,cnr_park,0.937251787132645,0.9536112742219612,0.9224741447891807,812,51,368,28
cnr,cnr_park_ext_sunny,mobilenet,cnr,cnr_park,0.937251787132645,0.9529481834425253,0.9296510967155358,800,39,380,40
pklot,ufpr04,mobilenet,pklot,puc_sunny,0.9370891117616008,0.9362818955042528,0.9411663432082154,9632,1283,9896,28
acpds,all,shufflenet,pklot,ufpr05_sunny,0.9370307338071879,0.9451278024949838,0.9352559085230395,5417,329,3943,300
pklot,ufpr04_sunny,shufflenet,cnr,cnr_park_ext_cloudy,0.936497175141243,0.9403016783513916,0.93560948890163,2213,174,1931,107
spkl,all,shufflenet,pklot,puc,0.9362374183815383,0.9352638506641139,0.9406825535331508,19540,2671,20178,34
pklot,ufpr04_cloudy,shufflenet,pklot,all_sunny,0.9361470091062762,0.9407987866531851,0.9347782098985598,18609,2160,15727,182
pklot,ufpr04,shufflenet,pklot,all_cloudy,0.9361089290390154,0.9229716931495318,0.9479906963209169,8771,1454,12679,10
pklot,ufpr05_cloudy,mobilenet,pklot,ufpr04_rainy,0.9359296482412061,0.896551724137931,0.9265195007222491,221,27,524,24
pklot,puc,squeezenet,pklot,ufpr04_sunny,0.9355555555555556,0.9427138732715393,0.9331077322948658,3102,232,2371,145
pklot,ufpr05_cloudy,mobilenet,pklot,all_cloudy,0.9348869686654447,0.916620096121605,0.9347092368219133,8201,912,13221,580
pklot,puc_cloudy,shufflenet,pklot,ufpr05,0.9347970323903734,0.9464294563655286,0.9242241495188538,9549,964,5949,117
pklot,ufpr05,mobilenet,pklot,all_rainy,0.9324662331165583,0.9438295747690771,0.9449896359590254,5671,28,3649,647
pklot,ufpr05_sunny,mobilenet,pklot,puc,0.9323008745256111,0.9219013433404035,0.9275490381557657,16951,249,22600,2623
acpds,all,shufflenet,acpds,all,0.9314946619217082,0.9325153374233128,0.9321478004453271,532,58,515,19
pklot,puc,mobilenet,pklot,ufpr05_rainy,0.9305711086226204,0.9515625,0.8914064762787466,609,61,222,1
pklot,ufpr04_sunny,mobilenet,pklot,ufpr05_cloudy,0.9304897314375987,0.9437180216031836,0.9185776305511814,3320,337,1981,59
pklot,puc,squeezenet,cnr,cnr_park_ext_cloudy,0.9303954802259887,0.9328390754470126,0.9308251085264969,2139,127,1978,181
pklot,ufpr05,mobilenet,pklot,all,0.9290949328887995,0.9248461585328703,0.9282384936450436,30359,1635,34293,3299
spkl,all,mobilenet,pklot,puc,0.9286000518586616,0.928071050319394,0.9335961890048035,19541,2996,19853,33
pklot,ufpr05_sunny,mobilenet,pklot,all_sunny,0.9285130050711599,0.9265093334828185,0.9297497823487992,16528,359,17528,2263
pklot,puc_rainy,shufflenet,pklot,ufpr05_cloudy,0.9278567667193259,0.9426698284279537,0.9113459879206212,3379,411,1907,0
cnr,cnr_park_ext_rainy,mobilenet,cnr,cnr_park,0.9277204130262113,0.9479107040641099,0.8985850664848278,828,79,340,12
pklot,puc_sunny,squeezenet,pklot,puc_cloudy,0.927549329718331,0.8710455764075067,0.8857753502730943,3249,0,9067,962
spkl,all,shufflenet,pklot,all_rainy,0.927463731865933,0.9454682211357653,0.9032899642318553,6285,692,2985,33
pklot,puc_rainy,shufflenet,pklot,ufpr05_rainy,0.9272116461366181,0.9494163424124513,0.8851590106007068,610,65,218,0
pklot,ufpr05,mobilenet,pklot,puc_rainy,0.9269202985793402,0.9424480895041244,0.9432465000083745,4970,23,2729,584
pklot,ufpr05_sunny,mobilenet,pklot,ufpr04_cloudy,0.9251078954049251,0.8607833883907503,0.8824482226418698,912,33,2732,262
pklot,ufpr05_sunny,mobilenet,pklot,ufpr04_rainy,0.9246231155778895,0.8642533936651584,0.8843512722693433,191,6,545,54
cnr,cnr_park_ext_rainy,shufflenet,cnr,cnr_park,0.9245432883240667,0.9451184286539572,0.8997925900670531,818,73,346,22
acpds,all,mobilenet,pklot,all_cloudy,0.9244566640481802,0.9011026681140376,0.9194615257740711,7886,836,13297,895
pklot,all_rainy,squeezenet,pklot,ufpr04_cloudy,0.9243462807819244,0.8640510948905109,0.8904829164754121,947,71,2694,227
pklot,ufpr05_sunny,mobilenet,pklot,all_rainy,0.9236618309154577,0.9361773316603932,0.93728646791228,5596,41,3636,722
pklot,ufpr05_rainy,shufflenet,pklot,all_rainy,0.9235617808904453,0.9400313971742543,0.9148686387830617,5988,434,3243,330
pklot,ufpr04,shufflenet,pklot,all,0.9233035380680021,0.9263486192953645,0.9256372871451832,33563,5242,30686,95
cnr,cnr_park_ext_cloudy,mobilenet,cnr,cnr_park,0.9229547259729944,0.942296252230815,0.9129560177292875,792,49,370,48
cnr,cnr_park_ext_cloudy,shufflenet,cnr,cnr_park,0.9229547259729944,0.942433234421365,0.9117598590748949,794,51,368,46
pklot,ufpr05,mobilenet,pklot,puc,0.9229191712042996,0.9142542479546885,0.9206044288444306,17433,1129,21720,2141
pklot,ufpr04_cloudy,mobilenet,pklot,all_cloudy,0.9219691018591254,0.9072710299761435,0.9360106515072499,8747,1754,12379,34
pklot,ufpr04,mobilenet,pklot,puc_rainy,0.9218637129785697,0.944714200528154,0.8829107033690364,5545,640,2112,9
pklot,ufpr05_cloudy,mobilenet,pklot,ufpr04_cloudy,0.9218075653719218,0.8734593262119967,0.917101854219358,1063,197,2568,111
pklot,ufpr04_rainy,mobilenet,pklot,puc_sunny,0.9217332885455156,0.9221145122009455,0.9270155545270572,9655,1626,9553,5
pklot,ufpr05_sunny,squeezenet,pklot,puc_cloudy,0.9216749510468444,0.8708716165880308,0.8978806733806801,3507,336,8731,704
pklot,puc_sunny,mobilenet,cnr,cnr_park_ext_cloudy,0.9211299435028248,0.9192690261392551,0.9244322835613072,1987,16,2089,333
pklot,ufpr05_sunny,shufflenet,pklot,all,0.9203000603569683,0.9208934786329663,0.9215254237024633,32281,4169,31759,1377
pklot,ufpr04_cloudy,mobilenet,pklot,all,0.919725232086914,0.9227492739593417,0.9219833673063771,33362,5290,30638,296
pklot,ufpr05_sunny,mobilenet,pklot,puc_sunny,0.9188540716924997,0.9061754424901515,0.9138596436641686,8166,197,10982,1494
spkl,all,mobilenet,pklot,puc_rainy,0.9180110763303636,0.9420672054444917,0.8778300365962936,5537,664,2088,17
pklot,puc_cloudy,shufflenet,cnr,cnr_park_ext_cloudy,0.9179661016949152,0.9180031624124689,0.9201163076419034,2032,75,2030,288
pklot,puc_sunny,shufflenet,pklot,ufpr05_cloudy,0.9178515007898894,0.9352338776639911,0.8990509059534081,3379,468,1850,0
pklot,ufpr04_sunny,mobilenet,pklot,ufpr05,0.9172447071596598,0.9324470704086657,0.9048248308190511,9469,1175,5738,197
pklot,ufpr05_sunny,shufflenet,pklot,puc,0.9170025693609598,0.9140737486882885,0.9198532220027673,18728,2675,20174,846
acpds,all,mobilenet,pklot,puc_cloudy,0.9167043229402019,0.8688952110004742,0.9042885757959487,3665,560,8507,546
cnr,cnr_park_ext_cloudy,shufflenet,pklot,puc_rainy,0.9165663375872863,0.9409559512652296,0.8770247166299587,5522,661,2091,32
pklot,ufpr04_cloudy,mobilenet,pklot,all_sunny,0.9162985986149735,0.9238326799980152,0.9144161320422431,18618,2897,14990,173
pklot,puc_sunny,shufflenet,cnr,cnr_park_ext_cloudy,0.9161581920903955,0.9204374865966116,0.9157066508313539,2146,197,1908,174
pklot,ufpr05_rainy,shufflenet,cnr,cnr_park_ext_cloudy,0.9161581920903955,0.917427108835967,0.9175777090670816,2061,112,1993,259
pklot,ufpr05,shufflenet,pklot,all,0.9158163998505446,0.9166951080773607,0.9171364769866946,32231,4431,31497,1427
pklot,ufpr05_rainy,mobilenet,pklot,puc_rainy,0.9157235733204913,0.9394568413769244,0.8840940506946596,5431,577,2175,123
pklot,ufpr04_rainy,shufflenet,pklot,all,0.9157158049032852,0.9196894384422627,0.9183070909051912,33582,5789,30139,76
pklot,puc_cloudy,shufflenet,pklot,ufpr05_sunny,0.9155070577635399,0.9301786896095301,0.9040275888849799,5622,749,3523,95
pklot,puc_sunny,squeezenet,pklot,ufpr04,0.9154463863958432,0.896159647290869,0.9062611064953828,3862,108,5828,787
pklot,puc_rainy,shufflenet,pklot,ufpr05,0.9154351890946378,0.9323163078111423,0.8988028444566083,9656,1392,5521,10
pklot,ufpr04_rainy,shufflenet,pklot,all_cloudy,0.9153792441302261,0.9005079788598697,0.931272306421999,8775,1933,12200,6
pklot,ufpr05_sunny,mobilenet,pklot,puc_rainy,0.9153623886347219,0.932900639496039,0.9334124892179113,4887,36,2716,667
pklot,puc_sunny,shufflenet,pklot,ufpr05,0.9150732854816334,0.9320266486434295,0.898430678843786,9653,1395,5518,13
pklot,all_rainy,shufflenet,cnr,cnr_park_ext_cloudy,0.9150282485875706,0.9162210338680927,0.916500122860185,2056,112,1993,264
pklot,ufpr04,mobilenet,pklot,all_rainy,0.9144572286143071,0.9365679946583575,0.884077790613916,6312,849,2828,6
pklot,puc_cloudy,mobilenet,pklot,ufpr05_cloudy,0.9143408811655257,0.932633903920486,0.8948045725246606,3378,487,1831,1
spkl,all,mobilenet,pklot,puc_sunny,0.9136714813570709,0.9146948646213666,0.9194311344640766,9645,1784,9395,15
pklot,all_rainy,squeezenet,pklot,puc_cloudy,0.9134658834161772,0.8427535240180649,0.8646526555770196,3079,17,9050,1132
pklot,puc,shufflenet,cnr,cnr_park_ext_cloudy,0.9134463276836158,0.9115677672592934,0.9166424359079367,1974,37,2068,346
pklot,puc_sunny,shufflenet,pklot,ufpr05_sunny,0.9134047452197417,0.9295774647887324,0.8989960252260326,5709,857,3415,8
pklot,all_sunny,mobilenet,cnr,cnr_park_ext_cloudy,0.9132203389830509,0.9123287671232877,0.9158766074207552,1998,62,2043,322
pklot,ufpr04,shufflenet,pklot,all_sunny,0.9128087681989203,0.9213284132841328,0.9106928783165654,18726,3133,14754,65
cnr,cnr_park,shufflenet,cnr,cnr_park_ext_cloudy,0.912542372881356,0.9193245778611632,0.9106074412318781,2205,272,1833,115
pklot,ufpr04,squeezenet,pklot,puc_cloudy,0.912110257568911,0.8528558819820956,0.8829283030518447,3382,338,8729,829
pklot,puc_rainy,shufflenet,pklot,ufpr05_sunny,0.911903093402743,0.9283854166666666,0.8973883209548499,5704,867,3405,13
pklot,ufpr04_rainy,shufflenet,pklot,all_sunny,0.9116636675936529,0.9204361278915574,0.9094986696160257,18741,3190,14697,50
pklot,ufpr05,mobilenet,pklot,all_sunny,0.9107639456895141,0.9113800666070994,0.9111460853248163,16830,1312,16575,1961
pklot,ufpr05_cloudy,mobilenet,pklot,puc_cloudy,0.9106793191745745,0.8630484988452656,0.9044555692513819,3737,712,8355,474
spkl,all,mobilenet,cnr,cnr_park_ext_cloudy,0.9105084745762712,0.9188524590163935,0.907655213367188,2242,318,1787,78
pklot,ufpr05_rainy,mobilenet,cnr,cnr_park_ext_cloudy,0.9102824858757063,0.9101199909440797,0.9125245720370219,2010,87,2018,310
pklot,ufpr05,mobilenet,pklot,ufpr04_rainy,0.9095477386934674,0.8341013824884793,0.8621282269713694,181,8,543,64
cnr,cnr_park,shufflenet,pklot,ufpr05_rainy,0.9092945128779395,0.9377401998462721,0.8568904593639576,610,81,202,0
cnr,cnr_park,shufflenet,cnr,all,0.9092351634401777,0.9193821174878791,0.9067694379277317,8154,799,6171,631
pklot,ufpr04_sunny,mobilenet,pklot,ufpr05_sunny,0.9086995695264791,0.9246654551462085,0.8968083559185792,5597,792,3480,120
pklot,ufpr04_rainy,mobilenet,pklot,all_cloudy,0.908658462075587,0.8934697409273681,0.9258671905781791,8777,2089,12044,4
pklot,ufpr05_cloudy,mobilenet,pklot,all,0.907682579829276,0.9064048021446471,0.9082037018226707,31106,3872,32056,2552
cnr,all,mobilenet,pklot,puc_rainy,0.9070551408620274,0.9349839986525181,0.8600133546113842,5551,769,1983,3
cnr,cnr_park,shufflenet,pklot,puc_rainy,0.9070551408620274,0.9347532116294793,0.861938232239911,5530,748,2004,24
cnr,cnr_park,mobilenet,cnr,all,0.9068867026340844,0.9191958138253925,0.9012992506301908,8344,1026,5944,441
cnr,cnr_park_ext,shufflenet,pklot,puc_rainy,0.9052492174331809,0.933748632039734,0.8577463681109779,5546,779,1973,8
spkl,all,shufflenet,pklot,puc_sunny,0.9048418830078219,0.9067569473832698,0.9111803186876013,9642,1965,9214,18
pklot,ufpr05,shufflenet,pklot,puc,0.9041557645616765,0.9008437789591767,0.9069824846364416,18470,2962,19887,1104
pklot,ufpr05_cloudy,mobilenet,pklot,all_sunny,0.9039751349582856,0.9096784120633944,0.902967352949128,17736,2467,15420,1055
cnr,cnr_park,shufflenet,cnr,cnr_park_ext,0.9032213561426502,0.911777652015343,0.9018258730121691,7250,749,5844,654
acpds,all,shufflenet,pklot,all_cloudy,0.9032032818364318,0.8602042102609353,0.8793325141837303,6824,261,13872,1957
cnr,cnr_park_ext_sunny,shufflenet,pklot,puc_rainy,0.9032025042138213,0.9317371370351503,0.8600656948480458,5487,737,2015,67
pklot,ufpr04_sunny,shufflenet,cnr,cnr_park,0.9015091342335186,0.9273153575615475,0.8813345266507557,791,75,344,49
pklot,puc,mobilenet,cnr,cnr_park_ext_cloudy,0.9003389830508475,0.8972267536704731,0.9039443238594478,1925,46,2059,395
cnr,cnr_park,mobilenet,cnr,cnr_park_ext_sunny,0.8999683444127888,0.9183251486172137,0.8897837384290587,3553,415,2133,217
pklot,ufpr04,mobilenet,pklot,all_cloudy,0.8996683250414593,0.8841521793902746,0.9184930311245183,8773,2291,11842,8
cnr,cnr_park_ext_cloudy,mobilenet,pklot,all_rainy,0.8996498249124563,0.9257861635220126,0.8671358098729445,6256,941,2736,62
acpds,all,mobilenet,pklot,puc_sunny,0.8996113057248428,0.8885217947351594,0.8971268916485491,8337,769,10410,1323
cnr,cnr_park,shufflenet,cnr,cnr_park_ext_rainy,0.8996005326231691,0.8970226714012565,0.8994402199391354,1642,175,1736,202
pklot,ufpr04_cloudy,mobilenet,cnr,cnr_park,0.8991262907069102,0.9288515406162465,0.8550275599499944,829,116,303,11
pklot,all,shufflenet,cnr,cnr_park_ext_cloudy,0.8985310734463277,0.8950689413414349,0.9022642108280776,1915,44,2061,405
pklot,puc_cloudy,mobilenet,pklot,ufpr05,0.8984257192834308,0.9194566673043811,0.8793128806790219,9612,1630,5283,54
pklot,ufpr04_sunny,mobilenet,cnr,cnr_park_ext_cloudy,0.8983050847457628,0.8943661971830986,0.9022468056351871,1905,35,2070,415
cnr,cnr_park_ext_cloudy,mobilenet,pklot,ufpr05_rainy,0.8980963045912654,0.9294026377036463,0.8496408503736315,599,80,203,11
cnr,cnr_park,mobilenet,cnr,cnr_park_ext,0.8973580740842934,0.9089796917054074,0.8931154400354689,7430,1014,5579,474
acpds,all,mobilenet,pklot,all,0.8969332911792602,0.8905338990811685,0.8959797049351209,29173,2687,33241,4485
acpds,all,mobilenet,pklot,all_sunny,0.8968046240253013,0.8960764394168199,0.8975225421392489,16318,1312,16575,2473
cnr,cnr_park,mobilenet,cnr,cnr_park_ext_rainy,0.8966711051930759,0.8988529718456726,0.8973416832109116,1724,268,1643,120
pklot,ufpr04_rainy,mobilenet,pklot,all,0.8964015750294599,0.9031894178473108,0.8996461910887753,33628,7179,28749,30
spkl,all,mobilenet,cnr,cnr_park_ext,0.8963233772504656,0.9071362372567192,0.8930973920475096,7341,940,5653,563
spkl,all,mobilenet,cnr,cnr_park,0.8959491660047657,0.921036769138035,0.8891294465280145,764,55,364,76
pklot,puc_cloudy,mobilenet,pklot,ufpr05_sunny,0.8953849234157574,0.9156237383932176,0.8790823364051887,5670,998,3274,47
pklot,ufpr05,shufflenet,pklot,all_sunny,0.894950651616773,0.9032031151865344,0.8933920761321724,17976,3038,14849,815
pklot,ufpr05_cloudy,shufflenet,pklot,puc_rainy,0.894654466650614,0.9202733485193622,0.887221772386966,5050,371,2381,504
pklot,ufpr05,mobilenet,pklot,ufpr04_cloudy,0.8946433104848946,0.8039678790741616,0.8457995878143377,851,92,2673,323
spkl,all,mobilenet,cnr,all,0.8945731513805141,0.9076863224587339,0.8900205694949246,8166,1042,5928,619
spkl,all,mobilenet,pklot,all_rainy,0.894447223611806,0.9226596290594531,0.8579616944150228,6293,1030,2647,25
pklot,ufpr05,mobilenet,pklot,puc_sunny,0.894428715389414,0.8856073211314476,0.8935553334344546,8516,1056,10123,1144
pklot,ufpr04_cloudy,shufflenet,cnr,cnr_park,0.8935663224781573,0.9249720044792833,0.8484685759745426,826,120,299,14
cnr,cnr_park,shufflenet,cnr,cnr_park_ext_sunny,0.8934789490345046,0.9109199205823958,0.8888621230985764,3441,344,2204,329
pklot,puc_sunny,squeezenet,pklot,puc,0.8930297244419301,0.8689953810623556,0.884135843074539,15051,15,22834,4523
pklot,ufpr04_rainy,mobilenet,cnr,cnr_park,0.8927720413026211,0.9220103986135182,0.8640214797136037,798,93,326,42
pklot,ufpr04,mobilenet,pklot,all,0.8926939326876095,0.8999665081385223,0.8960190718355125,33589,7398,28530,69
cnr,cnr_park,mobilenet,cnr,cnr_park_ext_cloudy,0.8919774011299435,0.9016460905349795,0.8893004136292899,2191,349,1756,129
pklot,ufpr04_sunny,shufflenet,cnr,all,0.8919073310060298,0.9032001364178934,0.8902830571544526,7945,863,6107,840
pklot,ufpr05_rainy,mobilenet,pklot,all_rainy,0.8917458729364682,0.9198043284909576,0.8592922707765726,6205,969,2708,113
pklot,puc,mobilenet,pklot,ufpr05_cloudy,0.8906441987010707,0.9155025091550251,0.8658878328078746,3375,619,1699,4
spkl,all,shufflenet,cnr,cnr_park_ext_cloudy,0.8906214689265537,0.9011841567986933,0.887523036284708,2207,371,1734,113
pklot,puc_sunny,squeezenet,pklot,puc_sunny,0.8900139162147895,0.8654771686817702,0.8814016252004601,7373,5,11174,2287
spkl,all,mobilenet,cnr,cnr_park_ext_sunny,0.8898385565052231,0.9105628373168851,0.877860932171277,3543,469,2079,227
pklot,puc,squeezenet,cnr,cnr_park_ext_rainy,0.8894806924101198,0.8796752681936794,0.8883094619459664,1517,88,1823,327
acpds,all,shufflenet,pklot,puc_cloudy,0.8893658683536677,0.7907109274825473,0.8276743958672577,2775,33,9034,1436
cnr,cnr_park,mobilenet,pklot,puc_rainy,0.8893570912593306,0.923537731924453,0.8333971666136285,5550,915,1837,4
pklot,ufpr04_sunny,shufflenet,cnr,cnr_park_ext,0.88901151962475,0.8974048332589428,0.8888825487988427,7037,742,5851,867
spkl,all,shufflenet,pklot,all_cloudy,0.8886706816793227,0.8730403623152342,0.9095346006582833,8771,2541,11592,10
acpds,all,mobilenet,pklot,puc,0.8874195601442614,0.8744281432402587,0.8847052585961321,16629,1831,21018,2945
pklot,puc_cloudy,mobilenet,cnr,cnr_park,0.8872120730738682,0.9135200974421437,0.8843760654619843,750,52,367,90
pklot,ufpr05_sunny,shufflenet,pklot,all_sunny,0.8867440972790228,0.8957276971735529,0.8851583446607441,17842,3205,14682,949
pklot,ufpr05_cloudy,mobilenet,pklot,puc,0.8865709638639417,0.8785032570822603,0.8867293512434576,17397,2635,20214,2177
pklot,ufpr04,mobilenet,pklot,all_sunny,0.8864441899776433,0.8999639726191906,0.8836499708074285,18735,4109,13778,56
pklot,ufpr04_cloudy,shufflenet,cnr,cnr_park_ext_cloudy,0.8861016949152543,0.9008654602675059,0.8809454091244164,2290,474,1631,30
pklot,ufpr04_sunny,shufflenet,cnr,cnr_park_ext_rainy,0.8860186418109188,0.8785471055618616,0.8852028046326156,1548,132,1779,296
pklot,puc_rainy,shufflenet,cnr,cnr_park_ext_cloudy,0.8856497175141242,0.8842105263157894,0.8883508067818823,1932,118,1987,388
spkl,all,mobilenet,cnr,cnr_park_ext_rainy,0.8854860186418109,0.8815426997245179,0.8851738592984333,1600,186,1725,244
cnr,cnr_park,shufflenet,pklot,all_rainy,0.8853426713356678,0.916508815386857,0.8457580006548066,6290,1118,2559,28
pklot,ufpr05_rainy,shufflenet,pklot,puc_cloudy,0.8849977406235879,0.8409540672846578,0.9047285967413701,4037,1353,7714,174
pklot,ufpr04_sunny,mobilenet,cnr,cnr_park,0.8848292295472597,0.9074664964901085,0.9041212069553358,711,16,403,129
cnr,cnr_park_ext_cloudy,shufflenet,pklot,ufpr05_rainy,0.8846584546472565,0.9165991902834008,0.8596941435439958,566,59,224,44
pklot,puc,mobilenet,pklot,ufpr05,0.8832257675372459,0.9086188992731049,0.8608185536361904,9625,1895,5018,41
pklot,all,mobilenet,cnr,cnr_park_ext_cloudy,0.8831638418079096,0.8761676646706587,0.8880052625112621,1829,26,2079,491
pklot,ufpr04_cloudy,mobilenet,cnr,cnr_park_ext_cloudy,0.8831638418079096,0.899200623903295,0.8775053239413547,2306,503,1602,14
pklot,puc,mobilenet,pklot,ufpr05_sunny,0.883071378516368,0.9069025984377491,0.8641241969053464,5689,1140,3132,28
pklot,ufpr04_rainy,mobilenet,pklot,all_sunny,0.8820001090572005,0.896642307876009,0.8790424874619481,18773,4310,13577,18
pklot,ufpr05_rainy,shufflenet,pklot,all_cloudy,0.8819935410665969,0.8637783375314861,0.8998522770079385,8573,2496,11637,208
