Train Dataset: pklot, Train View: ufpr05, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05, Accuracy: 0.9977682610531395
Train Dataset: pklot, Train View: all_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9977603583426652
Train Dataset: pklot, Train View: all, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9977603583426652
Train Dataset: pklot, Train View: all_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9977603583426652
Train Dataset: pklot, Train View: ufpr05, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9977603583426652
Train Dataset: pklot, Train View: ufpr05, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9977603583426652
Train Dataset: pklot, Train View: ufpr05_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9977603583426652
Train Dataset: pklot, Train View: all, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9977124969901277
Train Dataset: pklot, Train View: puc_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9977124969901277
Train Dataset: pklot, Train View: all_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9976988494247123
Train Dataset: pklot, Train View: all_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9975921020948711
Train Dataset: pklot, Train View: all_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9974987493746873
Train Dataset: pklot, Train View: all_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9974987493746873
Train Dataset: pklot, Train View: all_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_rainy, Accuracy: 0.9974874371859297
Train Dataset: pklot, Train View: puc, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr04_rainy, Accuracy: 0.9974874371859297
Train Dataset: pklot, Train View: ufpr04_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_rainy, Accuracy: 0.9974874371859297
Train Dataset: pklot, Train View: puc_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9974717071996148
Train Dataset: pklot, Train View: all_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9973986993496748
Train Dataset: pklot, Train View: all_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9973513123043583
Train Dataset: pklot, Train View: all, Train Model: squeezenet, Test Dataset: pklot, Test View: puc_cloudy, Accuracy: 0.9972134357583974
Train Dataset: pklot, Train View: ufpr05, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_sunny, Accuracy: 0.9971969166082691
Train Dataset: pklot, Train View: all_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9969984992496248
Train Dataset: pklot, Train View: all_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.996990127618589
Train Dataset: pklot, Train View: all_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: all_cloudy, Accuracy: 0.9969014576241599
Train Dataset: pklot, Train View: all_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05, Accuracy: 0.9968635020206285
Train Dataset: pklot, Train View: puc_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9967493378280761
Train Dataset: pklot, Train View: puc_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9966289429328197
Train Dataset: pklot, Train View: all_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: puc_sunny, Accuracy: 0.9965929267239311
Train Dataset: pklot, Train View: ufpr05_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_cloudy, Accuracy: 0.9964893803756363
Train Dataset: pklot, Train View: all_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_sunny, Accuracy: 0.9963960356392031
Train Dataset: pklot, Train View: all_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9961980990495247
Train Dataset: pklot, Train View: all_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9961473633517939
Train Dataset: pklot, Train View: all_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_cloudy, Accuracy: 0.9961383184131999
Train Dataset: pklot, Train View: ufpr04_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04, Accuracy: 0.9960321209258385
Train Dataset: cnr, Train View: cnr_park_ext, Train Model: shufflenet, Test Dataset: cnr, Test View: cnr_park_ext_cloudy, Accuracy: 0.9959322033898305
Train Dataset: pklot, Train View: all_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc, Accuracy: 0.9958513070739928
Train Dataset: pklot, Train View: all_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc, Accuracy: 0.9958277349550951
Train Dataset: pklot, Train View: puc_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9957861786660246
Train Dataset: pklot, Train View: puc_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9956978489244622
Train Dataset: pklot, Train View: all_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr04_cloudy, Accuracy: 0.9956841838029957
Train Dataset: pklot, Train View: all_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9955207166853304
Train Dataset: pklot, Train View: ufpr05_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9955207166853304
Train Dataset: pklot, Train View: ufpr05_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr05_cloudy, Accuracy: 0.9954361944883272
Train Dataset: pklot, Train View: puc, Train Model: shufflenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9952976488244122
Train Dataset: pklot, Train View: all_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr05_cloudy, Accuracy: 0.9950851325258908
Train Dataset: cnr, Train View: all, Train Model: shufflenet, Test Dataset: cnr, Test View: cnr_park_ext_cloudy, Accuracy: 0.9950282485875707
Train Dataset: pklot, Train View: puc_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9949974987493747
Train Dataset: pklot, Train View: ufpr04_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr04, Accuracy: 0.9949929145016533
Train Dataset: pklot, Train View: puc_rainy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_rainy, Accuracy: 0.9949748743718593
Train Dataset: pklot, Train View: puc, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_cloudy, Accuracy: 0.9949225691799949
Train Dataset: pklot, Train View: all_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04, Accuracy: 0.9947094945677846
Train Dataset: pklot, Train View: all_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr04, Accuracy: 0.9943316013226263
Train Dataset: cnr, Train View: cnr_park_ext_cloudy, Train Model: mobilenet, Test Dataset: cnr, Test View: cnr_park_ext_cloudy, Accuracy: 0.9941242937853108
Train Dataset: pklot, Train View: puc_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: all_cloudy, Accuracy: 0.9939338395740596
Train Dataset: pklot, Train View: puc_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: puc, Accuracy: 0.9938948212054781
Train Dataset: pklot, Train View: puc_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_rainy, Accuracy: 0.9938598603419215
Train Dataset: cnr, Train View: all, Train Model: mobilenet, Test Dataset: cnr, Test View: cnr_park_ext_cloudy, Accuracy: 0.9936723163841807
Train Dataset: pklot, Train View: puc_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: all_cloudy, Accuracy: 0.9935847080387537
Train Dataset: pklot, Train View: ufpr04_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_sunny, Accuracy: 0.9935042735042735
Train Dataset: cnr, Train View: all, Train Model: mobilenet, Test Dataset: cnr, Test View: cnr_park_ext, Accuracy: 0.9933779402635028
Train Dataset: pklot, Train View: all_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_sunny, Accuracy: 0.9932818273429627
Train Dataset: pklot, Train View: all_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr05_rainy, Accuracy: 0.9932810750279956
Train Dataset: pklot, Train View: ufpr04_sunny, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_cloudy, Accuracy: 0.9932218707636692
Train Dataset: pklot, Train View: puc_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: all_rainy, Accuracy: 0.9931965982991495
Train Dataset: pklot, Train View: puc_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_cloudy, Accuracy: 0.9931454683929931
Train Dataset: pklot, Train View: all_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: all, Accuracy: 0.9931308021728509
Train Dataset: pklot, Train View: puc, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr04_cloudy, Accuracy: 0.9928915968519929
Train Dataset: pklot, Train View: all, Train Model: squeezenet, Test Dataset: pklot, Test View: all_cloudy, Accuracy: 0.9928428035262286
Train Dataset: pklot, Train View: all_rainy, Train Model: mobilenet, Test Dataset: pklot, Test View: puc_sunny, Accuracy: 0.9927539709199098
Train Dataset: pklot, Train View: all, Train Model: squeezenet, Test Dataset: pklot, Test View: puc, Accuracy: 0.992692643141692
Train Dataset: pklot, Train View: all_cloudy, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_sunny, Accuracy: 0.9926495726495727
Train Dataset: pklot, Train View: ufpr04_cloudy, Train Model: mobilenet, Test Dataset: pklot, Test View: ufpr04_sunny, Accuracy: 0.9924786324786324
Train Dataset: pklot, Train View: puc_sunny, Train Model: shufflenet, Test Dataset: pklot, Test View: ufpr04_rainy, Accuracy: 0.992462311557789
